Artist,Song Age,Decade,Number of Records,Spotify Url,Theme,Title,Year
Suede,27,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/05eSuaEKkmlvf0svK1QW1v,Sex,The Drowners,1/1/1992
Donna Summer,44,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/3XlWYam3ILQ9txcjjjJixQ,Sex,Love to Love You Baby,1/1/1975
Tone Loc,30,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/14xYQ6TjnKfEeAGl4C38oq,Sex,Wild Thing,1/1/1989
T Rex,48,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/53sjKpBzCxzmkQIaB0Sbq3,Sex,Get It On,1/1/1971
The Troggs,53,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/12PKavTaqOLlyC7tRWO4dw,Sex,Wild Thing,1/1/1966
TLC,25,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/2p4kivh3HWz9TiyIuFuzlY,Sex,Red Light Special,1/1/1994
Big Joe Turner,65,1/1/1950 12:00:00 AM,1,http://open.spotify.com/track/7aLoa1F3EoM8AeC6Ao1RKz,Sex,"Shake, Rattle and Roll",1/1/1954
Tweet,17,1/1/2000 12:00:00 AM,1,,Sex,Oops (Oh My),1/1/2002
U2,31,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/3caWBz55YTpETVOJvHBI6C,Sex,Desire,1/1/1988
The Vapors,39,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/30cHDhxUqgnHq78hv5UjMx,Sex,Turning Japanese,1/1/1980
The Velvet Underground,52,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/3BS0Y8iDtIK5SDvXpxUN17,Sex,Venus in Furs,1/1/1967
The Who,52,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/7mUd2EEqieY6tcAdEzzuWs,Sex,Pictures of Lily,1/1/1967
!!!,16,1/1/2000 12:00:00 AM,1,,Politics and protest,Me and Giuliani Down By the Schoolyard (A True Story),1/1/2003
Antony and the Johnsons,11,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/4ys9lQG6FGs7ikCGtRCSDt,Politics and protest,Another World,1/1/2008
Arcade Fire,12,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/4qkqZdYBTa5B5f6ppIXu37,Politics and protest,Windowsill,1/1/2007
Louis Armstrong,90,1/1/1920 12:00:00 AM,1,http://open.spotify.com/track/7ogRU94YDmyoE1MkMbrddk,Politics and protest,(What Did I Do To Be So) Black And Blue,1/1/1929
Roy Bailey,40,1/1/1970 12:00:00 AM,1,,Politics and protest,Stand Up for Judas,1/1/1979
The Beach Boys,48,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/69PvvnBElTbIFHVt9ue58Q,Politics and protest,A Day in the Life of a Tree,1/1/1971
Carl Bean,42,1/1/1970 12:00:00 AM,1,,Politics and protest,I Was Born This Way,1/1/1977
The Beat,39,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/3Yhr8WrFPnwBFwxhFLUwzh,Politics and protest,Stand Down Margaret,1/1/1980
The Beatles,52,1/1/1960 12:00:00 AM,1,,Politics and protest,I Am the Walrus,1/1/1967
The Beatles,51,1/1/1960 12:00:00 AM,1,,Politics and protest,Revolution,1/1/1968
Black Sabbath,48,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/1V0mETNS6mfKRtihAMTtxy,Politics and protest,War Pigs,1/1/1971
Blue Mink,50,1/1/1960 12:00:00 AM,1,,Politics and protest,Melting Point,1/1/1969
Body Count,27,1/1/1990 12:00:00 AM,1,,Politics and protest,Cop Killer,1/1/1992
Eric Bogle,48,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/2bcpK9QU6cJW5PlEVQfBd5,Politics and protest,And the Band Played Waltzing Matilda,1/1/1971
Boogie Down Productions,31,1/1/1980 12:00:00 AM,1,,Politics and protest,Stop the Violence,1/1/1988
Bright Eyes,14,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/1ScpEIsS1pVNXWafHc3tat,Politics and protest,When the President Talks to God,1/1/2005
Bronski Beat,35,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/1nz1xzqPN4xYZtR4zgiLxt,Politics and protest,Smalltown Boy,1/1/1984
Billy Bragg,34,1/1/1980 12:00:00 AM,1,,Politics and protest,Between the Wars,1/1/1985
James Brown,51,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/6SP5GXlyb0yiCCMODUjeFb,Politics and protest,Say It Loud – I’m Black and I’m Proud,1/1/1968
Burning Spear,44,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/1YiCnD7YmmCXWLregZmdoM,Politics and protest,Slavery Days,1/1/1975
Kate Bush,39,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/2duFyIqY9RHzOMruitwPkq,Politics and protest,Army Dreamers,1/1/1980
Ian Campbell Folk Group,55,1/1/1960 12:00:00 AM,1,,Politics and protest,The Sun Is Burning,1/1/1964
Martin Carthy,31,1/1/1980 12:00:00 AM,1,,Politics and protest,Company Policy,1/1/1988
Manu Chao,12,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/66gj35rWhKtwzTt4603exF,Politics and protest,Rainin’ in Paradize,1/1/2007
The Clash,37,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/7mjrA5T6KQ4sb0qSgUu5nJ,Politics and protest,Straight to Hell,1/1/1982
The Clash,42,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/40t0GuTTYhobrOijf3PfEP,Politics and protest,White Riot,1/1/1977
Jarvis Cocker,13,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/3vHqlBYlLgog7dOJn8K0Tu,Politics and protest,Running the World,1/1/2006
John Coltrane,56,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/3uY3z9cO4sR256VTPpe4Kk,Politics and protest,Alabama,1/1/1963
Sam Cooke,55,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/7aXPwuC5qjhT0ddjHqe64o,Politics and protest,A Change Is Gonna Come,1/1/1964
Julian Cope,11,1/1/2000 12:00:00 AM,1,,Politics and protest,All the Blowing-Themselves-Up Motherfuckers (Will Realise the Minute They Die That They Were Suckers),1/1/2008
Elvis Costello,30,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/2pvGHaskdT2ZrKlXCVr03g,Politics and protest,Tramp the Dirt Down,1/1/1989
Bing Crosby,87,1/1/1930 12:00:00 AM,1,http://open.spotify.com/track/2Ei1sEtJU0ENRvk3sKZx0X,Politics and protest,Brother Can You Spare a Dime?,1/1/1932
"Crosby, Stills, Nash and Young",49,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/0eFqH9smOTiNNecXMpFIi2,Politics and protest,Ohio,1/1/1970
Dan Le Sac vs Scroobius Pip,12,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/2dG4zJhjTK9BkcQQTM9A57,Politics and protest,Thou Shalt Always Kill,1/1/2007
Dead Kennedys,40,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/5szJ8SMwQVEvvdk65w6M6g,Politics and protest,California Über Alles,1/1/1979
The Decemberists,14,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/5apLxy6Ko3gkOw8YtavIoe,Politics and protest,16 Military Wives,1/1/2005
The Disposable Heroes of Hiphoprisy,28,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/4ktMrTwZD42cZThzZlHcgT,Politics and protest,Television: The Drug of the Nation,1/1/1991
Dixie Chicks,13,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/65SgC0WRidtEYjWp4wwBDs,Politics and protest,Not Ready to Make Nice,1/1/2006
Bob Dylan,44,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/6ZRnk0vJtbgbReepK6m469,Politics and protest,Hurricane,1/1/1975
Bob Dylan,54,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/594Kh8VcfpZgFqeWrtlNnP,Politics and protest,Maggie’s Farm,1/1/1965
Bob Dylan,56,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/56inmm09BxbQvjZfSexaSM,Politics and protest,Masters of War,1/1/1963
Bob Dylan,55,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/2zlP1bRIxUiEjApkELiGYd,Politics and protest,The Times They Are a-Changin’,1/1/1964
Bob Dylan,55,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/0ILmjZkTZsPKjsZaEPmatw,Politics and protest,When the Ship Comes In,1/1/1964
Steve Earle,17,1/1/2000 12:00:00 AM,1,,Politics and protest,John Walker’s Blues,1/1/2002
Eminem,20,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/3mUVtVZZJXmjZTUBvfQ4ik,Politics and protest,Role Model,1/1/1999
Faith No More,34,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/2bg3JPk02VNXWxEnrWHbSL,Politics and protest,We Care a Lot,1/1/1985
Frankie Goes To Hollywood,35,1/1/1980 12:00:00 AM,1,,Politics and protest,Two Tribes,1/1/1984
Aretha Franklin,52,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/3OYh9wHWqWD6bpmO3WQNlM,Politics and protest,Respect,1/1/1967
Bobby Fuller Four,54,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/6Um3XCAxl9YfFmAnGl93xc,Politics and protest,I Fought the Law,1/1/1965
Dick Gaughan,34,1/1/1980 12:00:00 AM,1,,Politics and protest,Víctor Jara of Chile,1/1/1985
Marvin Gaye,48,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/72rvx9ydiRGPjvE9Hy1Fi5,Politics and protest,Mercy Mercy Me (The Ecology),1/1/1971
Marvin Gaye,48,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/42PyxnviKRfOa8z39g8aZj,Politics and protest,What’s Going On?,1/1/1971
Grandmaster Flash and the Furious Five,37,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/5DuTNKFEjJIySAyJH1yNDU,Politics and protest,The Message,1/1/1982
Cast of Grange Hill,33,1/1/1980 12:00:00 AM,1,,Politics and protest,Just Say No,1/1/1986
Green Day,15,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/6nTiIhLmQ3FWhvrGafw2zj,Politics and protest,American Idiot,1/1/2004
Woody Guthrie,75,1/1/1940 12:00:00 AM,1,http://open.spotify.com/track/7CNaYAdLyi86kofGafReiT,Politics and protest,This Land Is Your Land,1/1/1944
Merle Haggard,50,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/1BlR9w48cl5fBtebabidTM,Politics and protest,Okie from Muskogee,1/1/1969
Mick Hanly with Christy Moore,39,1/1/1980 12:00:00 AM,1,,Politics and protest,On the Blanket,1/1/1980
Paul Hardcastle,34,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/1xZchmfxPkalmqr9i0E138,Politics and protest,19,1/1/1985
Jimi Hendrix,50,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/5l3d4azo71WotmWhRc1zqM,Politics and protest,The Star-Spangled Banner,1/1/1969
Heaven 17,38,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/05cKish3faAXVGK3B4wcwl,Politics and protest,(We Don’t Need) This Fascist Groove Thang,1/1/1981
Billie Holliday,80,1/1/1930 12:00:00 AM,1,http://open.spotify.com/track/67q3zVsJsPRks4k0eomEWy,Politics and protest,Strange Fruit,1/1/1939
The Impressions,49,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/112ofK4eq7gS0gRqNNxQMM,Politics and protest,Check Out Your Mind,1/1/1970
The Impressions,54,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/1MlXd4giftxXZgeMItb3PQ,Politics and protest,People Get Ready,1/1/1965
The Jam,40,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/3Q1p4GBjyj6n54oFBCicwB,Politics and protest,The Eton Rifles,1/1/1979
The Jam,39,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/0hhikHUpfUlMBRD2gSf0mu,Politics and protest,Going Underground,1/1/1980
Country Joe and the Fish,52,1/1/1960 12:00:00 AM,1,,Politics and protest,The “Fish” Cheer/I-Feel-Like-I’m-Fixin’-to-Die Rag,1/1/1967
The Kinks,51,1/1/1960 12:00:00 AM,1,,Politics and protest,The Village Green Preservation Society,1/1/1968
Fela Kuti,42,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/0tOqZJsRP90T91Jx4pzAjB,Politics and protest,Zombie,1/1/1977
Talib Kweli,17,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/5TrG4AXuPoVnw7QQnira5J,Politics and protest,The Proud,1/1/2002
Leadbelly,81,1/1/1930 12:00:00 AM,1,http://open.spotify.com/track/4gMvW0NSjknhTQOsIIFIkQ,Politics and protest,The Bourgeois Blues,1/1/1938
John Lennon,50,1/1/1960 12:00:00 AM,1,,Politics and protest,Give Peace a Chance,1/1/1969
Ewan MacColl,59,1/1/1960 12:00:00 AM,1,,Politics and protest,The Ballad of Sharpeville,1/1/1960
Barry McGuire,54,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/56PQfk2z3WaHJFTaz17kBo,Politics and protest,Eve of Destruction,1/1/1965
Madonna,34,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/37HSCAcjOpQ31XRoeMCa60,Politics and protest,Material Girl,1/1/1985
Johnny Mandel,49,1/1/1970 12:00:00 AM,1,,Politics and protest,Suicide Is Painless (Theme from M*A*S*H),1/1/1970
Bob Marley,39,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/0RiNfhn21ykBakicd7igLK,Politics and protest,Redemption Song,1/1/1980
Bob Marley and the Wailers,40,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/3saDCpULymKQcyY8Ia0ULi,Politics and protest,Zimbabwe,1/1/1979
MC5,51,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/3MVHpVZrmLyxvWFeN9fooF,Politics and protest,Kick Out the Jams,1/1/1968
Joni Mitchell,49,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/3DYrWKfm5gYCqXyH608Lmd,Politics and protest,Big Yellow Taxi,1/1/1970
The Mothers of Invention,53,1/1/1960 12:00:00 AM,1,,Politics and protest,Trouble Every Day,1/1/1966
Junior Murvin,43,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/3cnvTMZRhkbzea0KC4Y4We,Politics and protest,Police and Thieves,1/1/1976
Randy Newman,42,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/6emIUUgOV0lPgUYbJ1RZ7I,Politics and protest,Short People,1/1/1977
NWA,31,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/5Fdj7YRwgfP6HcIK0e8NP1,Politics and protest,Fuck tha Police,1/1/1988
Phil Ochs,54,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/1IA8LarhcLMkwsI7wP0QQl,Politics and protest,I Ain’t Marching Anymore,1/1/1965
Pixies,30,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/2VX2QRAGKPyqMZU8cFZ3Ib,Politics and protest,Monkey Gone to Heaven,1/1/1989
The Pogues,31,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/2k4Gltjyhvfe9yCHN99tyD,Politics and protest,Streets of Sorrow/Birmingham Six,1/1/1988
Elvis Presley,50,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/7na7MmpePvl0nErQIQteBG,Politics and protest,In the Ghetto,1/1/1969
Primal Scream,29,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/47VwP5BLMrkHLNX7Dx4f8L,Politics and protest,Come Together,1/1/1990
Prince,32,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/4Yenz5JZZOUiZSeyKY8bDz,Politics and protest,Sign o’ the Times,1/1/1987
John Prine,48,1/1/1970 12:00:00 AM,1,,Politics and protest,Sam Stone,1/1/1971
Public Enemy,32,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/7Lc8L0BZVmxKT57OhQQesA,Politics and protest,Bring the Noise,1/1/1987
Public Enemy,30,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/3WsrkrLMD8vWmz5RyD6n9e,Politics and protest,Fight the Power,1/1/1989
Rage Against the Machine,27,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/2bzT8XRcAaQ3IZdrT6RogY,Politics and protest,Killing in the Name,1/1/1992
Blind Alfred Reed,90,1/1/1920 12:00:00 AM,1,http://open.spotify.com/track/0kKl93KcM7R4qtU7wp4ake,Politics and protest,How Can a Poor Man Stand Such Times and Live?,1/1/1929
REM,33,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/3HiNG3o66L2FbsM8Y7Sg6D,Politics and protest,Fall On Me,1/1/1986
Tom Robinson,41,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/15mRglwFDmZEF5D0HfsiaQ,Politics and protest,Glad to Be Gay,1/1/1978
The Rolling Stones,51,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/7eZ2NUG1G7SKssQqt4uRcy,Politics and protest,Street Fighting Man,1/1/1968
Diana Ross,39,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/0ew27xRdxSexrWbODuLfeE,Politics and protest,I’m Coming Out,1/1/1980
Buffy Sainte-Marie,55,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/6yacBc7zjbSG2ebrwtLhtJ,Politics and protest,Now That The Buffalo's Gone,1/1/1964
Nitin Sawhney,11,1/1/2000 12:00:00 AM,1,,Politics and protest,Days of Fire,1/1/2008
Gil Scott-Heron,49,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/0Ko176OJTtK3ubUtzdXINI,Politics and protest,Whitey On the Moon,1/1/1970
Pete Seeger,56,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/4LLjj2lFgaSWsHw7uWDqDj,Politics and protest,We Shall Overcome,1/1/1963
Peggy Seeger,46,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/1bXhsrCeznTkbigKIqVIQq,Politics and protest,I’m Gonna Be an Engineer,1/1/1973
Sex Pistols,43,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/7KwdlMKVUyMsyrL523djBl,Politics and protest,Anarchy in the UK,1/1/1976
Sex Pistols,42,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/7mkLlx81e3LaCrPVZYOBCT,Politics and protest,God Save the Queen,1/1/1977
Sham 69,42,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/2ZybCRD7fboSUv7HkXyjuN,Politics and protest,If the Kids Are United,1/1/1977
Sheffield Socialist Choir,27,1/1/1990 12:00:00 AM,1,,Politics and protest,The Internationale,1/1/1992
Nina Simone,49,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/3btkTbTgRXJjVSwSC3RHZe,Politics and protest,"To Be Young, Gifted and Black",1/1/1970
Sly and the Family Stone,50,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/2go5vzzDZP7KBrjQXK4KLr,Politics and protest,"Don’t Call Me Nigger, Whitey",1/1/1969
Sonic Youth,27,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/0imXml1hX6wo9xGfCV6n8M,Politics and protest,Swimsuit Issue,1/1/1992
Spacemen 3,30,1/1/1980 12:00:00 AM,1,,Politics and protest,Revolution,1/1/1989
The Specials,38,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/7iOA86nwA7RF3GwMa93H0v,Politics and protest,Ghost Town,1/1/1981
The Special AKA,35,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/57mY4qUaUegA3jvoyoz7oT,Politics and protest,Free Nelson Mandela,1/1/1984
Bruce Springsteen and the E Street Band,19,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/541WSNfHqYIzq61XXWQJJl,Politics and protest,American Skin (41 Shots),1/1/2000
Bruce Springsteen,35,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/36b2xkXNJKRCWeUrsC3jyQ,Politics and protest,Born in the USA,1/1/1984
Edwin Starr,49,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/0cs3dkKsYJwdauvRRJaCOm,Politics and protest,War,1/1/1970
Steppenwolf,50,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/5gN9AKEIJgccrIBBMCKs68,Politics and protest,Monster,1/1/1969
Stiff Little Fingers,41,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/7Ig7b1MJJKbNyTxLU6u9rZ,Politics and protest,Suspect Device,1/1/1978
Super Furry Animals,23,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/00QZGqUswem6nUiqAKs6Po,Politics and protest,The Man Don’t Give a Fuck,1/1/1996
The Staple Singers,51,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/7yDbI673oElwJy891HuBHZ,Politics and protest,Long Walk to DC,1/1/1968
Cat Stevens,48,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/0kPj8oXqC8iz8AYJc3UUka,Politics and protest,Peace Train,1/1/1971
Rod Stewart,43,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/1VcmUcqIu77SOnRjAvbFTc,Politics and protest,The Killing of Georgie (Part I and II),1/1/1976
System Of A Down,14,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/5b5R8oiVflR4vW9sFc8q3W,Politics and protest,BYOB,1/1/2005
Richard Thompson,12,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/65fzTuQr4DhjQATlRq0u8Q,Politics and protest,Dad’s Gonna Kill Me,1/1/2007
Peter Tosh,43,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/3j4f5c97RD6GxVeUySXyUd,Politics and protest,Legalize It,1/1/1976
Tupac,26,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/73hn54pVkteT7E2CrdAlvU,Politics and protest,Keep Ya Head Up,1/1/1993
U2,36,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/7JLEWweiny60arxyKTKIwl,Politics and protest,Sunday Bloody Sunday,1/1/1983
USA for Africa,34,1/1/1980 12:00:00 AM,1,,Politics and protest,We Are the World,1/1/1985
The Wailers,46,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/4xAMYRrgL5JaaR57g2cPrS,Politics and protest,"Get Up, Stand Up",1/1/1973
Tom Waits,15,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/6ipRDQPnSMst9V3wVQjVGg,Politics and protest,The Day After Tomorrow,1/1/2004
Scott Walker,50,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/23LS90srRC3n86OWgUBUQx,Politics and protest,The Old Man’s Back Again (Dedicated to the Neo-Stalinist Regime),1/1/1969
Wham!,37,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/0kA7p1R4Cx6CMpUG4tPKfI,Politics and protest,Wham Rap! (Enjoy What You Do),1/1/1982
The Who,54,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/4kxrawSkeAoJiASQArwqYO,Politics and protest,My Generation,1/1/1965
Stevie Wonder,45,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/6iNsJeA9xAbfiGAOzsI93H,Politics and protest,You Haven’t Done Nothin’,1/1/1974
Chris Wood,11,1/1/2000 12:00:00 AM,1,,Politics and protest,The Cottager’s Reply,1/1/2008
World Domination Enterprises,34,1/1/1980 12:00:00 AM,1,,Politics and protest,Asbestos Lead Asbestos,1/1/1985
Robert Wyatt,37,1/1/1980 12:00:00 AM,1,,Politics and protest,Shipbuilding,1/1/1982
Thom Yorke,13,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/2C3xIudHEjCIS5KT4JuM0b,Politics and protest,Harrowdown Hill,1/1/2006
Neil Young,30,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/66DoazlvE7LmUT47pfLQam,Politics and protest,Rockin’ in the Free World,1/1/1989
Neil Young,49,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/1JqNtFOi0K8xUpfeNHMPJz,Politics and protest,Southern Man,1/1/1970
Abyssinians,48,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/27adNyPtau6RYDGsUbXEo4,Life and death,Satta Massagana,1/1/1971
Aerosmith,46,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/2WZbjDTXP78H9xq58cnSWF,Life and death,Dream On,1/1/1973
Arctic Monkeys,12,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/1ng9LjmY5V6Wzk9HJqB9FI,Life and death,Fluorescent Adolescent,1/1/2007
Louis Armstrong,91,1/1/1920 12:00:00 AM,1,http://open.spotify.com/track/7J76OkHtp3A7ufswzoXdT1,Life and death,St James Infirmary Blues,1/1/1928
Louis Armstrong,51,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/2ZeRwblv2s82MQKvLoEzeV,Life and death,What a Wonderful World,1/1/1968
The Beach Boys,56,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/0sL9QSjcOMNdU829l7pNb0,Life and death,In My Room,1/1/1963
The Beatles,51,1/1/1960 12:00:00 AM,1,,Life and death,Yer Blues,1/1/1968
The Beatles,54,1/1/1960 12:00:00 AM,1,,Life and death,Yesterday,1/1/1965
Look Up,45,1/1/1970 12:00:00 AM,1,,Life and death,Chris Bell,1/1/1974
Black Sabbath,49,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/7eWOuDHQOa6lNLLtQSMIdN,Life and death,Paranoid,1/1/1970
The Blue Nile,23,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/4QNFOoqcwSW0gH9JURiPnV,Life and death,Happiness,1/1/1996
(Don’t Fear) The Reaper,43,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/2NL4BBBSgypHnxUKmQdYcT,Life and death,Blue Öyster Cult,1/1/1976
Blur,25,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/1aQZJlD0KtNgZBkC74mTkd,Life and death,This Is a Low,1/1/1994
David Bowie,48,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/4t1XVKQQxxutKSQxBU1ajq,Life and death,Kooks,1/1/1971
David Bowie,16,1/1/2000 12:00:00 AM,1,,Life and death,Never Get Old,1/1/2003
Kate Bush,14,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/1DoPTuunqTabblM4DTXBUT,Life and death,Bertie,1/1/2005
The Byrds,51,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/27sI9GC4xswPEHxBDZU7lZ,Life and death,Goin’ Back,1/1/1968
John Cale and Lou Reed,29,1/1/1990 12:00:00 AM,1,,Life and death,Work,1/1/1990
The Carter Family,84,1/1/1930 12:00:00 AM,1,,Life and death,Will the Circle Be Unbroken (By and By),1/1/1935
Nick Cave and the Bad Seeds,31,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/7i4motUtsM4VFIH5XEPJRR,Life and death,The Mercy Seat,1/1/1988
Chairmen of the Board,47,1/1/1970 12:00:00 AM,1,,Life and death,I’m On My Way to a Better Place,1/1/1972
If I Could Turn Back Time,30,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/0A8HK5hV5SgywiKKrBPKDU,Life and death,Cher,1/1/1989
Eddie Cochran,61,1/1/1950 12:00:00 AM,1,http://open.spotify.com/track/1q2JUOBJqs0ezWvf0Rkm4f,Life and death,C’mon Everybody,1/1/1958
John Coltrane Quartet,58,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/5bKWHp2AY6aMtYMBVBL21F,Life and death,My Favorite Things,1/1/1961
Alice Cooper,47,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/1ad6vKBg5pzyM9oCQ0M9Fg,Life and death,School’s Out,1/1/1972
The Congos,42,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/00m6N23ZTNEtsg65N1WcDV,Life and death,Fisherman,1/1/1977
